Manufacturer|Model|Screen size|CPU Manufacturer|CPU Model|RAM Size|Storage size|Storage Type|System|Color
HP|EliteBook 820|12.5|Intel|Core i7 6500U|8|256|SSD|Windows 7|Blue
Dell|Vostro 5568|15.6|Intel|Core i7 7500U|8|256|SSD|Windows 10|Black
HP|EliteBook 850|15.6|Intel|Core i5 6200U|8|256|SSD|Windows 7|Black
Lenovo|ThinkPad X1|14.0|Intel|Core i7 6500U|8|256|SSD|Windows 10|White
Lenovo|V110-15ISK|15.6|Intel|Core i3 6006U|4|1|HDD|No OS|Silver
HP|15-BA015wm|15.6|AMD|E-Series 7110|4|500|HDD|Windows 10|Silver
Lenovo|B51-80|15.6|Intel|Core i5 6200U|8|1|HDD|No OS|Silver
Dell|Inspiron 7567|15.6|Intel|Core i7 7700HQ|8|1|HDD|Windows 10|White
Dell|XPS 15|15.6|Intel|Core i5 6300HQ|8|256|SSD|Windows 10|Gray
HP|15-bw002nv|15.6|AMD|A6-Series A6-9220|4|256|SSD|Windows 10|White
MSI|GP72M 7REX|17.3|Intel|Core i7 7700HQ|16|256|SSD|Windows 10|Gold
Lenovo|ThinkPad T460s|14.0|Intel|Core i7 6600U|12|512|SSD|Windows 7|White
Lenovo|B51-80|15.6|Intel|Core i5 6200U|8|1|Hybrid|Windows 10|Gold
HP|Spectre Pro|13.3|Intel|Core i7 6600U|8|512|SSD|Windows 10|White
Lenovo|ThinkPad T460|14.0|Intel|Core i7 6600U|8|256|SSD|Windows 7|Silver
MSI|GS40 Phantom|14.0|Intel|Core i7 6700HQ|16|256|SSD|Windows 10|Silver
HP|Pavilion 15-cb003nv|15.6|Intel|Core i7 7700HQ|8|1|HDD|Windows 10|Gold
Lenovo|IdeaPad 310-15ISK|15.6|Intel|Core i3 6006U|8|1|HDD|Windows 10|Gray
HP|250 G4|15.6|Intel|Core i5 6200U|4|500|HDD|No OS|Black
Dell|Inspiron 7567|15.6|Intel|Core i7 7700HQ|8|128|SSD|Windows 10|White
Lenovo|ThinkPad T570|15.6|Intel|Core i5 7200U|8|256|SSD|Windows 10|Gray
Lenovo|320-15ISK|15.6|Intel|Core i3 6006U|4|1|HDD|Windows 10|Gold
HP|Stream 14-AX000nv|14.0|Intel|Celeron Dual Core N3060|2|32|Flash|Windows 10|Gold
MSI|PL60 7RD|15.6|Intel|Core i7 7500U|8|1|HDD|Windows 10|Black
HP|250 G5|15.6|Intel|Core i7 6500U|8|256|SSD|Windows 10|White
HP|ProBook 450|15.6|Intel|Core i7 8550U|16|512|SSD|Windows 10|Gold
Asus|X553SA-XX021T|15.6|Intel|Celeron Dual Core N3050|4|500|HDD|Windows 10|Green
Lenovo|V110-15ISK|15.6|Intel|Core i5 6200U|4|500|HDD|No OS|Black
Lenovo|IdeaPad 510-15IKB|15.6|Intel|Core i7 7500U|8|1|HDD|No OS|Gray
Asus|UX410UA-GV097T|14.0|Intel|Core i3 7100U|4|256|SSD|Windows 10|Gold
Lenovo|B51-80|15.6|Intel|Core i7 6500U|4|1|Hybrid|Windows 7|Green
Lenovo|IdeaPad Y700-15ISK|15.6|Intel|Core i7 6700HQ|16|512|SSD|Windows 10|Gray
MSI|GS60 Ghost|15.6|Intel|Core i7 6700HQ|16|128|SSD|Windows 10|Gold
HP|ProBook 450|15.6|Intel|Core i3 6100U|4|500|HDD|Windows 10|Silver
Lenovo|ThinkPad X1|14.0|Intel|Core i5 6200U|8|256|SSD|Windows 10|Gray
Lenovo|IdeaPad 310-15IKB|15.6|Intel|Core i7 7500U|6|256|SSD|Windows 10|Silver
Dell|Vostro 5568|15.6|Intel|Core i7 7500U|8|256|SSD|Linux|Green
Acer|Aspire 3|15.6|Intel|Celeron Dual Core N3350|4|500|HDD|Windows 10|Gray
HP|Pavilion 15-BC000nv|15.6|Intel|Core i7 6700HQ|6|1|HDD|Windows 10|Blue
Asus|Rog GL552VW-DM201T|15.6|Intel|Core i7 6700HQ|8|256|SSD|Windows 10|Green
Dell|Inspiron 5578|15.6|Intel|Core i7 7500U|16|512|SSD|Windows 10|Gold
Acer|Aspire E5-576G|15.6|Intel|Core i5 7200U|4|256|SSD|Windows 10|Gold
Dell|XPS 13|13.3|Intel|Core i5 6300U|8|256|SSD|Linux|Gray
Acer|Predator G9-793|17.3|Intel|Core i7 7700HQ|16|256|SSD|Windows 10|Green
Lenovo|Legion Y520-15IKBN|15.6|Intel|Core i5 7300HQ|8|1|HDD|Windows 10|Green
Samsung|Chromebook Plus|12.3|Samsung|Cortex A72&A53|4|32|Flash|Chrome OS|Gold
HP|250 G6|15.6|Intel|Core i5 7200U|4|500|HDD|Windows 10|Green
Apple|MacBook 12|12.0|Intel|Core M|8|256|Flash|Mac OS X|Silver
Dell|Inspiron 7378|13.3|Intel|Core i5 7200U|8|256|SSD|Windows 10|White
HP|Pavilion Power|15.6|Intel|Core i7 7700HQ|12|128|SSD|Windows 10|White
Lenovo|V110-15ISK|15.6|Intel|Core i3 6006U|4|1|HDD|No OS|Green
Asus|Rog G752VY-GC229T|17.3|Intel|Core i7 6700HQ|16|512|SSD|Windows 10|Gray
Acer|Aspire 3|15.6|Intel|Celeron Dual Core N3350|4|1|HDD|Linux|Green
MSI|GS73VR 7RF|17.3|Intel|Core i7 7700HQ|16|256|SSD|Windows 10|Black
Dell|Inspiron 5567|15.6|Intel|Core i3 6006U|4|128|SSD|Windows 10|Gold
Lenovo|IdeaPad 310-15ISK|15.6|Intel|Core i7 6500U|8|500|HDD|No OS|Gray
Dell|Inspiron 5579|15.6|Intel|Core i7 8550U|16|512|SSD|Windows 10|White
Dell|XPS 13|13.3|Intel|Core i7 7500U|16|512|SSD|Windows 10|Green
Asus|FX502VM-DM105T|15.6|Intel|Core i7 6700HQ|8|1|HDD|Windows 10|Green
Dell|Inspiron 5567|15.6|Intel|Core i5 7200U|8|256|SSD|Windows 10|Gray
HP|15-bs025nv|15.6|Intel|Core i5 7200U|8|256|SSD|Windows 10|Gray
Lenovo|IdeaPad 320-15AST|15.6|AMD|E-Series 9000|4|500|HDD|Windows 10|Gray
Acer|Aspire E5-774G|17.3|Intel|Core i3 6006U|8|1|HDD|Windows 10|Black
Asus|Rog Strix|15.6|Intel|Core i7 7700HQ|16|256|SSD|Windows 10|Gray
Apple|MacBook 12|12.0|Intel|Core M|8|512|Flash|Mac OS X|Gray
Asus|FX502VM-AS73|15.6|Intel|Core i7 7700HQ|16|128|SSD|Windows 10|White
MSI|GS73VR Stealth|17.3|Intel|Core i7 6700HQ|16|256|SSD|Windows 10|Gold
Dell|Inspiron 7579|15.6|Intel|Core i5 7200U|8|256|SSD|Windows 10|Gray
Asus|ROG Strix|17.3|Intel|Core i7 7700HQ|16|256|SSD|Windows 10|Blue
Acer|C740-C9QX|11.6|Intel|Celeron Dual Core 3205U|2|32|SSD|Chrome OS|Gray
Acer|E5 774G|17.3|Intel|Core i3 6006U|4|1|HDD|Windows 10|Blue
Lenovo|IdeaPad 320-17IKB|17.3|Intel|Core i5 7200U|8|1|HDD|No OS|Black
Lenovo|IdeaPad Y700-15ISK|15.6|Intel|Core i7 6700HQ|8|128|SSD|Windows 10|Black
Acer|SP714-51|14.0|Intel|Core i7 7Y75|8|256|SSD|Windows 10|Black
Lenovo|Thinkpad T560|15.6|Intel|Core i7 6600U|8|256|SSD|Windows 10|Green
MSI|GP62MVR 6RF|15.6|Intel|Core i7 6700HQ|8|128|SSD|Windows 10|White
HP|15-bw009nv|15.6|AMD|A12-Series 9720P|6|1|HDD|Windows 10|Silver
Dell|Latitude E7270|12.5|Intel|Core i5 6300U|8|256|SSD|Windows 7|Gray
Dell|Inspiron 5578|15.0|Intel|Core i3 7100U|4|500|HDD|Windows 10|Gray
Asus|X540SA-RBPDN09|15.6|Intel|Pentium Quad Core N3710|4|1|HDD|Windows 10|Gray
Dell|XPS 13|13.3|Intel|Core i7 7500U|8|256|SSD|Windows 10|Silver
Dell|Vostro 3568|15.6|Intel|Core i5 7200U|4|1|HDD|Linux|Blue
Lenovo|IdeaPad Y700-15ISK|15.6|Intel|Core i7 6700HQ|16|128|SSD|Windows 10|Black
MSI|GL62M 7RDX|15.6|Intel|Core i7 7700HQ|8|128|SSD|Windows 10|White
Lenovo|ThinkPad Yoga|12.5|Intel|Core i7 6500U|16|512|SSD|Windows 10|Gray
Razer|Blade Pro|14.0|Intel|Core i7 7700HQ|16|1|SSD|Windows 10|White
Dell|Inspiron 3567|15.6|Intel|Core i3 7100U|8|1|HDD|Windows 10|Gold
MSI|GE72VR Apache|17.3|Intel|Core i7 7700HQ|16|256|SSD|Windows 10|Silver
Apple|MacBook Air|11.6|Intel|Core i5|4|256|Flash|Mac OS X|Blue
HP|15-bs023nv|15.6|Intel|Core i3 6006U|4|1|HDD|Windows 10|Silver
HP|EliteBook 840|14.0|Intel|Core i7 6500U|8|256|SSD|Windows 7|Silver
Dell|Vostro 3559|15.6|Intel|Core i5 6200U|4|500|HDD|Windows 7|Green
MSI|GL62 6QF|15.6|Intel|Core i7 6700HQ|8|128|SSD|Windows 10|Silver
Lenovo|ThinkPad 13|13.3|Intel|Core i7 7500U|16|512|SSD|Windows 10|Black
Lenovo|IdeaPad 320-15ABR|15.6|AMD|A12-Series 9720P|6|256|SSD|Windows 10|White
Asus|ZenBook UX310UA-WB71|13.3|Intel|Core i7 6500U|8|256|SSD|Windows 10|Gray
Acer|Aspire ES1-572|15.6|Intel|Core i3 6006U|4|500|HDD|Linux|Blue
Dell|Inspiron 7779|17.3|Intel|Core i7 7500U|16|512|SSD|Windows 10|Green
HP|EliteBook 840|14.0|Intel|Core i5 6200U|4|256|SSD|Windows 7|Black
Asus|Rog GL553VE-FY052T|15.6|Intel|Core i7 7700HQ|16|256|SSD|Windows 10|Black
Dell|Latitude 5480|14.0|Intel|Core i5 7200U|4|500|HDD|Windows 10|Gray
Asus|Rog GL502VS|15.6|Intel|Core i7 6700HQ|16|256|SSD|Windows 10|White
Lenovo|V510-15IKB|15.6|Intel|Core i5 7200U|8|256|SSD|No OS|Green
Dell|XPS 13|13.3|Intel|Core i5 7Y54|8|256|SSD|Windows 10|Blue
Dell|Inspiron 3552|15.6|Intel|Pentium Quad Core N3710|4|500|HDD|Linux|White
HP|255 G6|15.6|AMD|A6-Series 9220|4|500|HDD|Windows 10|Gold
Lenovo|IdeaPad 310-15ISK|15.6|Intel|Core i3 6100U|6|128|SSD|Windows 10|White
Lenovo|ThinkPad L460|14.0|Intel|Core i5 6200U|8|256|SSD|Windows 10|Silver
Dell|Inspiron 3552|15.6|Intel|Pentium Quad Core N3700|4|500|HDD|Windows 10|White
Asus|X541NA-GO020T|15.6|Intel|Celeron Dual Core N3350|4|1|HDD|Windows 10|Silver
Asus|Rog G752VT-GC073T|17.3|Intel|Core i7 6700HQ|16|128|SSD|Windows 10|Gray
Dell|Vostro 3568|15.6|Intel|Core i3 6006U|4|500|HDD|Windows 10|White
Lenovo|B51-80|15.6|Intel|Core i7 6500U|8|1|Hybrid|Windows 7|Green
MSI|GE62 Apache|15.6|Intel|Core i7 6700HQ|8|128|SSD|Windows 10|Blue
Lenovo|Yoga 500-14IBD|14.0|Intel|Core i5 6200U|4|128|SSD|Windows 10|White
Asus|ZenBook UX305CA-UBM1|13.3|Intel|Core M 6Y30|8|512|SSD|Windows 10|Silver
Dell|Inspiron 3567|15.6|Intel|Core i3 7100U|6|1|HDD|Windows 10|Gray
Acer|Aspire ES1-531|15.6|Intel|Celeron Dual Core N3060|4|500|HDD|Linux|White
Dell|Inspiron 3552|15.6|Intel|Celeron Dual Core N3050|2|500|HDD|Windows 10|Black
Lenovo|IdeaPad Y700-15ISK|15.6|Intel|Core i7 6700HQ|8|1|HDD|Windows 10|Gold
HP|Pavilion 15-AW003nv|15.6|AMD|A9-Series 9410|6|1|Hybrid|Windows 10|Gold
Dell|Inspiron 3567|15.6|Intel|Core i7 7500U|8|1|HDD|Linux|Gray
HP|Stream 11-Y000na|11.6|Intel|Celeron Dual Core N3060|2|32|Flash|Windows 10|Black
Asus|X556UJ-XO044T|15.6|Intel|Core i7 6500U|4|500|HDD|Windows 10|Gold
Lenovo|Yoga 500-14ISK|14.0|Intel|Core i7 6500U|4|128|SSD|Windows 10|Gold
Lenovo|Yoga 900-13ISK|13.3|Intel|Core i7 6500U|16|512|SSD|Windows 10|White
Lenovo|IdeaPad 100S-14IBR|14.0|Intel|Celeron Dual Core N3050|2|64|Flash|Windows 10|White
HP|15-AC110nv|15.6|Intel|Core i7 6500U|6|1|HDD|Windows 10|Green
Asus|X553SA-XX031T|15.6|Intel|Celeron Dual Core N3050|4|500|HDD|Windows 10|Gray
Asus|ZenBook UX305CA-UBM1|13.3|Intel|Core M 6Y30|8|512|SSD|Windows 10|White
Dell|Inspiron 3567|15.6|Intel|Core i3 7100U|6|1|HDD|Windows 10|Gray
Acer|Aspire ES1-531|15.6|Intel|Celeron Dual Core N3060|4|500|HDD|Linux|Green
Dell|Inspiron 3552|15.6|Intel|Celeron Dual Core N3050|2|500|HDD|Windows 10|Blue
Lenovo|IdeaPad Y700-15ISK|15.6|Intel|Core i7 6700HQ|8|1|HDD|Windows 10|Silver
HP|Pavilion 15-AW003nv|15.6|AMD|A9-Series 9410|6|1|Hybrid|Windows 10|Gray
Dell|Inspiron 3567|15.6|Intel|Core i7 7500U|8|1|HDD|Linux|Black
HP|Stream 11-Y000na|11.6|Intel|Celeron Dual Core N3060|2|32|Flash|Windows 10|Green
Asus|X556UJ-XO044T|15.6|Intel|Core i7 6500U|4|500|HDD|Windows 10|Gray
Lenovo|Yoga 500-14ISK|14.0|Intel|Core i7 6500U|4|128|SSD|Windows 10|Silver
Lenovo|Yoga 900-13ISK|13.3|Intel|Core i7 6500U|16|512|SSD|Windows 10|Black
Lenovo|IdeaPad 100S-14IBR|14.0|Intel|Celeron Dual Core N3050|2|64|Flash|Windows 10|Gold
HP|15-AC110nv|15.6|Intel|Core i7 6500U|6|1|HDD|Windows 10|Silver
Asus|X553SA-XX031T|15.6|Intel|Celeron Dual Core N3050|4|500|HDD|Windows 10|Gray
Asus|ZenBook UX305CA-UBM1|13.3|Intel|Core M 6Y30|8|512|SSD|Windows 10|Gold
Dell|Inspiron 3567|15.6|Intel|Core i3 7100U|6|1|HDD|Windows 10|Silver
Acer|Aspire ES1-531|15.6|Intel|Celeron Dual Core N3060|4|500|HDD|Linux|Blue
Dell|Inspiron 3552|15.6|Intel|Celeron Dual Core N3050|2|500|HDD|Windows 10|White
Lenovo|IdeaPad Y700-15ISK|15.6|Intel|Core i7 6700HQ|8|1|HDD|Windows 10|White
HP|Pavilion 15-AW003nv|15.6|AMD|A9-Series 9410|6|1|Hybrid|Windows 10|Green
Dell|Inspiron 3567|15.6|Intel|Core i7 7500U|8|1|HDD|Linux|Blue
HP|Stream 11-Y000na|11.6|Intel|Celeron Dual Core N3060|2|32|Flash|Windows 10|Green
Asus|X556UJ-XO044T|15.6|Intel|Core i7 6500U|4|500|HDD|Windows 10|Silver
Lenovo|Yoga 500-14ISK|14.0|Intel|Core i7 6500U|4|128|SSD|Windows 10|Black
Lenovo|Yoga 900-13ISK|13.3|Intel|Core i7 6500U|16|512|SSD|Windows 10|Black
Lenovo|IdeaPad 100S-14IBR|14.0|Intel|Celeron Dual Core N3050|2|64|Flash|Windows 10|Silver
HP|15-AC110nv|15.6|Intel|Core i7 6500U|6|1|HDD|Windows 10|Gray
Asus|X553SA-XX031T|15.6|Intel|Celeron Dual Core N3050|4|500|HDD|Windows 10|Green
